0.000000	0.000000	1.164954
1.000000	0.015988	0.626839
2.000000	0.049469	0.075080
3.000000	0.080161	0.351607
4.000000	0.105230	-0.696513
5.000000	0.114740	1.696142
6.000000	0.133288	0.059060
7.000000	0.164277	1.797072
8.000000	0.207090	0.264069
9.000000	0.257142	0.871673
10.000000	0.300674	-1.446172
11.000000	0.314161	-0.701165
12.000000	0.288463	1.245982
13.000000	0.271947	-0.638977
14.000000	0.260031	0.577350
15.000000	0.245388	-0.360030
16.000000	0.231139	-0.135576
17.000000	0.209206	-1.349338
18.000000	0.168549	-1.270450
19.000000	0.102219	0.984570
20.000000	0.051608	-0.044881
21.000000	0.026481	-0.798945
22.000000	-0.003163	-0.765172
23.000000	-0.043909	0.861735
24.000000	-0.068615	-0.056225
25.000000	-0.074368	0.513478
26.000000	-0.070142	0.396681
27.000000	-0.053760	0.756219
28.000000	-0.025823	0.400486
29.000000	0.008938	-1.341381
30.000000	0.019343	0.375041
31.000000	0.014931	1.125162
32.000000	0.031491	0.728642
33.000000	0.065896	-2.377454
34.000000	0.064396	-0.273782
35.000000	0.029079	-0.322940
36.000000	-0.003966	0.317988
37.000000	-0.026404	-0.511172
38.000000	-0.044492	-0.002041
39.000000	-0.062197	1.606511
40.000000	-0.050925	0.847649
41.000000	-0.010648	0.268101
42.000000	0.031607	-0.923489
43.000000	0.050780	-0.070499
44.000000	0.050643	0.147891
45.000000	0.050452	-0.557094
46.000000	0.043208	-0.336706
47.000000	0.025695	0.415227
48.000000	0.014480	1.557814
49.000000	0.032748	-2.444299
50.000000	0.030023	-1.098195
51.000000	-0.017413	1.122648
52.000000	-0.047902	0.581667
53.000000	-0.046269	-0.271354
54.000000	-0.040626	0.414191
55.000000	-0.033301	-0.977814
56.000000	-0.035757	-1.021466
57.000000	-0.062476	0.317688
58.000000	-0.087547	1.516108
59.000000	-0.078116	0.749432
60.000000	-0.040884	-0.507700
61.000000	-0.011830	0.885299
62.000000	0.014644	-0.248094
63.000000	0.040042	-0.726249
64.000000	0.043715	-0.445040
65.000000	0.030236	-0.612911
66.000000	0.006285	-0.209144
67.000000	-0.020848	0.562148
68.000000	-0.034017	-1.063923
69.000000	-0.050089	0.351589
70.000000	-0.068118	1.133000
71.000000	-0.059123	0.149994
72.000000	-0.035555	0.703144
73.000000	-0.006804	-0.052412
74.000000	0.021185	2.018496
75.000000	0.067179	0.924159
76.000000	0.134699	-1.814115
77.000000	0.164608	0.034973
78.000000	0.159705	-1.807862
79.000000	0.127909	1.028193
80.000000	0.094730	0.394600
81.000000	0.087205	0.639406
82.000000	0.093362	0.874213
83.000000	0.115075	1.752402
84.000000	0.161969	-0.320051
85.000000	0.207428	-0.137414
86.000000	0.228063	0.615770
87.000000	0.243477	0.977894
88.000000	0.269003	-1.115348
89.000000	0.276595	-0.550021
90.000000	0.253837	0.039885
91.000000	0.225516	-2.482843
92.000000	0.166587	1.158655
93.000000	0.107158	-1.026279
94.000000	0.063157	1.153487
95.000000	0.034336	-0.786457
96.000000	0.016668	0.634809
97.000000	0.003116	0.820410
98.000000	0.012594	-0.176027
99.000000	0.026427	0.562474
100.000000	0.040962	-0.127443
101.000000	0.055131	0.554172
102.000000	0.069657	-1.097344
103.000000	0.069690	-0.731301
104.000000	0.044590	1.404732
105.000000	0.036408	-0.620214
106.000000	0.038375	0.237149
107.000000	0.034496	-1.586847
108.000000	0.012040	-0.401485
109.000000	-0.028678	-0.770692
110.000000	-0.071727	-0.262681
111.000000	-0.112837	0.976490
112.000000	-0.128385	0.977815
113.000000	-0.110688	1.170021
114.000000	-0.067666	0.159311
115.000000	-0.019648	0.499521
116.000000	0.023023	-1.055375
117.000000	0.043703	-0.450743
118.000000	0.037969	1.270378
119.000000	0.044986	0.898694
120.000000	0.076517	0.438705
121.000000	0.113470	-1.247344
122.000000	0.124535	0.324667
123.000000	0.118400	0.390070
124.000000	0.120470	-0.405138
125.000000	0.118073	0.292315
126.000000	0.112536	2.565910
127.000000	0.144636	-0.457816
128.000000	0.188244	-1.610827
129.000000	0.186176	-2.669524
130.000000	0.123854	-0.759697
131.000000	0.034539	-0.674721
132.000000	-0.046920	-1.171687
133.000000	-0.126665	2.032930
134.000000	-0.165282	0.968481
135.000000	-0.149984	0.670292
136.000000	-0.114617	0.420146
